"Place","Population"
"UHRICHSVILLE",5471
"FAIRPORT",5469
"JONESBOROUGH",5469
"BELLE FOURCHE-CHEYENNE VALLEYS",5467
"PELHAM MANOR",5464
"EASTHAM",5463
"FORT WRIGHT",5463
"NORTH HILLS",5460
"UPPER YODER",5460
"COLEBROOKDALE",5456
"LOWER HEIDELBERG",5446
"WINDCREST",5446
"SUMMERHILL",5446
"POINT PLEASANT BEACH",5445
"YOAKUM",5441
"OREGON-NASHUA",5440
"CHADRON",5437
"TANEYTOWN",5433
"LEHIGHTON",5433
"SALIDA",5433
"SELINSGROVE",5432
"FOX CHAPEL",5430
"POINT",5429
"RIVES",5428
"FLAGLER BEACH",5425
"FRUIT HEIGHTS",5424
"WEST BOUNTIFUL",5421
"COLESVILLE",5421
"MARSEILLES",5416
"COMMERCIAL",5412
"POLKTON",5411
"CLAY CENTER",5410
"CROSSETT",5409
"PAWNEE",5400
"MANNING",5398
"BRUSH",5391
"SMOKY HILL",5390
"LOWER RED LAKE",5387
"PROSSER",5385
"BROOKS",5383
"HIGHWOOD",5382
"LOWER OXFORD",5379
"MARLOW",5378
"WATSEKA",5375
"KINGS POINT",5373
"PINCKNEYVILLE",5370
"CREDIT RIVER",5368
"GIDDINGS",5368
"INGRAM",5367
"OSAWATOMIE",5365
"WHITE DEER",5365
"ISLAND PARK",5361
"MARTIC",5358
"NEW IPSWICH",5356
"SOUTH BOUND BROOK",5355
"CAMILLA",5354
"SHARON HILL",5352
"GROVEPORT",5347
"PINE CREEK",5346
"JERICHO",5343
"WELDON SPRING",5340
"THERESA",5336
"CORYDON",5330
"HIGHTSTOWN",5326
"CARRIZO SPRINGS",5325
"REDWOOD FALLS",5325
"PORT ISABEL",5319
"ROLAND",5318
"BROADALBIN",5318
"ZIMMERMAN",5316
"TOWNSHIP 1",5311
"KENNETT SQUARE",5310
"PURCELLVILLE",5309
"PLEASANT GARDEN",5303
"SINTON",5303
"NEEDLES",5302
"NEW BUFFALO",5302
"NORTH DANSVILLE",5301
"CLARINDA",5301
"HARPSWELL",5300
"UPPER POTTSGROVE",5297
"WHITEFIELD",5291
"FABIUS",5288
"TERRELL HILLS",5287
"COVERT",5286
"ST BERNARD",5284
"BERRIEN",5280
"ELBURN",5278
"OLD LYCOMING",5272
"NORTH STONINGTON",5272
"BREESE",5267
"CHILTON",5260
"OLD WESTBURY",5260
"VEVAY",5259
"NORTHERN",5257
"KINGSFORD",5256
"WEISER",5255
"DONORA",5253
"LURAY",5252
"CALISTOGA",5250
"TUCUMCARI",5247
"BREWTON",5246
"MATHIS",5246
"TALLASSEE",5244
"ELMORE",5243
"ST PAUL PARK",5236
"POLSON",5231
"LEACOCK",5222
"MANITOU SPRINGS",5222
"WAMEGO",5221
"CONEWANGO",5218
"DESLOGE",5213
"PALMERTON",5212
"EAST GRANBY",5210
"MIDFIELD",5209
"STONY CREEK",5208
"STOCKHOLM",5207
"MANCHESTER-BY-THE-SEA",5205
"OLIO",5204
"FOX RIVER GROVE",5202
"INDIAN WELLS",5200
"BIRDSBORO",5199
"NORTH FOND DU LAC",5195
"SCHUYLER FALLS",5192
"OSSIPEE",5191
"IRON RIVER",5190
"TEGA CAY",5184
"BAR HARBOR",5183
"WADESBORO",5182
"BROWNING",5181
"COCHRAN",5180
"SMITHTON",5180
"MONTEVIDEO",5178
"BOXBOROUGH",5174
"SOLVANG",5173
"WESTERN",5169
"WINDOM",5165
"MUNISING",5162
"LITCHFIELD PARK",5162
"SWARTZ CREEK",5160
"SAUK CENTRE",5156
"WADENA",5152
"DEMAREST",5152
"LAKESIDE",5148
"MUNROE FALLS",5148
"MOAB",5148
"MONUMENT",5147
"STRABAN",5143
"WAYNESBURG",5143
"SPRING LAKE HEIGHTS",5142
"SCHUYLKILL HAVEN",5141
"LARKIN",5141
"SOUTH FORK",5141
"DE KALB",5141
"RINGGOLD",5134
"JONESTOWN",5134
"PALERMO",5132
"BAY HARBOR ISLANDS",5131
"BUHL",5130
"MEIGS",5130
"BRUSH CREEK",5127
"EMMA",5127
"OCEAN SHORES",5126
"DE FUNIAK SPRINGS",5122
"HOLDREGE",5121
"ROBERTSDALE",5120
"HOLMES BEACH",5119
"DAHLONEGA",5117
"INDIAN ROCKS BEACH",5116
"BRANDYWINE",5111
"SALTILLO",5109
"PEOTONE",5109
"WEISENBERG",5107
"ST CLAIRSVILLE",5105
"KUTZTOWN",5102
"NEPTUNE CITY",5100
"CANNON FALLS",5095
"POWNAL",5095
"SOMERDALE",5093
"PENN YAN",5093
"MIDDLE PAXTON",5089
"PINEY",5088
"WEST WENDOVER",5086
"PLATTE",5085
"WINNECONNE",5082
"LOCHBUIE",5078
"EVANSDALE",5076
"JESSUP",5075
"CHINA GROVE",5074
"BLUE MOUND",5073
"NORTH FRANKLIN",5073
"CONSTANTIA",5073
"CASTOR",5072
"THATCHER",5070
"DAYTONA BEACH SHORES",5068
"UNION VALE",5067
"STONYCREEK",5067
"FIRST ASSESSMENT",5067
"EAST ALLEN",5066
"DANNEMORA",5062
"FELLSMERE",5061
"KEWASKUM",5059
"NORTH BROOKFIELD",5057
"CANAL FULTON",5056
"NORMANDY",5056
"WORLAND",5054
"ROTHSCHILD",5054
"WINDSOR HEIGHTS",5051
"RAINSVILLE",5048
"MCRAE",5046
"SEA CLIFF",5045
"WEST MEAD",5043
"CHESTERTOWN",5043
"EDENTON",5043
"AYDEN",5043
"PALOS PARK",5041
"WINNFIELD",5040
"WESLEY HILLS",5039
"MOULTONBOROUGH",5035
"PALACIOS",5034
"MINERSVILLE",5029
"HENSLEY",5026
"SANBORN",5025
"SHILLINGTON",5021
"RUSHFORD",5020
"KAWKAWLIN",5002
"CASEY",4999
"NORTHFIELD CENTER",4999
"HENNIKER",4997
"KAPLAN",4997
"BRADLEY BEACH",4994
"RICHLAND CENTER",4990
"VANDERGRIFT",4988
"BELLE FOURCHE",4985
"HORICON",4982
"WALDOBORO",4978
"LONG VIEW",4978
"SALUDA",4978
"LAKE BARRINGTON",4973
"COLVILLE",4973
"COLEBROOK",4970
"MINERVA",4969
"HOCKING",4959
"MCMILLAN",4958
"MOUNT GILEAD",4957
"ALLENSTOWN",4957
"DUMFRIES",4954
"OLYPHANT",4951
"MCLEAN",4951
"POUND RIDGE",4950
"PEA RIDGE",4949
"WILLITS",4948
"PLATTE CITY",4947
"CHILDERSBURG",4941
"SUGARLOAF",4939
"CLARKS SUMMIT",4939
"COOPERSTOWN",4937
"POLK CITY",4932
"SAWMILLS",4931
"TICONDEROGA",4931
"EATONVILLE",4931
"WILMOT",4929
"SANDY CREEK",4928
"BUCKSPORT",4927
"DIX",4926
"ELDORADO",4925
"PINE LAKE",4924
"FANCY CREEK",4922
"HAYFIELD",4922
"FELIX",4921
"WEST PITTSTON",4921
"HARDING",4919
"NORTH HAMPTON",4917
"ARCOLA",4917
"WEST VINCENT",4916
"PRAIRIE VIEW",4910
"NEW HOLSTEIN",4907
"PORT ALLEN",4907
"GRAMBLING",4906
"SEAT PLEASANT",4903
"ROSEDALE",4901
"SIBLEY",4901
"PEMBROKE PARK",4901
"MILLINOCKET",4898
"DOS PALOS",4898
"COAL VALLEY",4896
"BRIELLE",4895
"YOUNGTOWN",4895
"IOWA FALLS",4895
"MECHANICVILLE",4895
"BOYLSTON",4894
"HAW CREEK",4893
"WEST ROCKHILL",4892
"CLEMENTON",4892
"CHEBOYGAN",4888
"CONNOQUENESSING",4884
"PORT WENTWORTH",4883
"JIM THORPE",4883
"GIBSONVILLE",4882
"TOMPKINS",4878
"CRESTLINE",4876
"PEACH BOTTOM",4874
"STEELE",4871
"HARRINGTON PARK",4870
"HUBBARDSTON",4866
"CHARLES TOWN",4865
"PARKMAN",4863
"CHITTENANGO",4863
"CASSVILLE",4862
"SOCIAL CIRCLE",4856
"TEAGUE",4855
"STONE PARK",4851
"BULVERDE",4847
"WINTERSET",4847
"NORTH LITCHFIELD",4846
"RANSON",4844
"NORTH BERWICK",4844
"ARDSLEY",4841
"EMMET",4837
"SWOYERSVILLE",4836
"MEDICAL LAKE",4835
"LOWER FREDERICK",4833
"LINDALE",4832
"NEW HEMPSTEAD",4830
"HARRINGTON",4825
"SPRINGVALE",4824
"SUNDERLAND",4822
"NORTH WILDWOOD",4822
"LA JOYA",4821
"FALFURRIAS",4821
"BAUGHMAN",4817
"ALVA",4814
"PINE ISLAND",4813
"HAZARD",4807
"NORTHVALE",4807
"BAYSIDE",4804
"DACULA",4804
"KALKASKA",4802
"CHURCHILL",4802
"PRAIRIE DU SAC",4800
"LABELLE",4794
"NORTH OAKS",4784
"BOILING SPRING LAKES",4784
"NINEVEH",4784
"NINNESCAH",4782
"SMITHS STATION",4782
"NASSAU",4782
"WENHAM",4778
"DELANCO",4777
"SLINGER",4777
"KNOWLTON",4775
"LUXEMBURG",4772
"GILMANTON",4770
"SARANAC LAKE",4769
"KANE",4767
"ELMSFORD",4767
"BARRETT",4767
"WALKERTOWN",4767
"LAUGHERY",4766
"FRENCH LICK",4766
"HAMBDEN",4765
"OMAK",4761
"ANNVILLE",4759
"ELKRUN",4750
"SEVILLE",4749
"FOUNTAIN HILL",4746
"JONES",4746
"PECULIAR",4745
"MADRID",4744
"FRUITLAND PARK",4742
"HUNTER",4741
"BARNWELL",4733
"HONESDALE",4732
"CLINTONVILLE",4731
"MINOCQUA",4727
"KISKIMINETAS",4726
"OAK PARK HEIGHTS",4724
"EDINBURGH",4724
"WISE",4723
"WALNUT RIDGE",4720
"HIGH SPRINGS",4718
"OLYMPIA FIELDS",4717
"ISLE OF PALMS",4717
"CALAIS",4711
"OSAGE BEACH",4709
"NEW ROADS",4709
"RIDGEVILLE",4708
"SURFSIDE",4708
"LAKE PLACID",4707
"HICKSVILLE",4705
"BRUTUS",4703
"CHEROKEE VILLAGE",4702
"SABATTUS",4702
"PELICAN",4702
"PRESIDIO",4698
"CHESANING",4696
"CORINNA",4695
"SELMER",4693
"WILLOW PARK",4693
"ROYERSFORD",4692
"OWENSVILLE",4691
"EAST PALESTINE",4687
"WILLIS",4685
"LONOKE",4677
"PENNS GROVE",4676
"BRISTOW",4668
"SHARPSVILLE",4666
"DANIELSON",4665
"GRATTAN",4663
"MORAL",4658
"CHURCH POINT",4656
"MARRS",4652
"EXCELSIOR",4650
"ELBERTON",4650
"PORT SHELDON",4644
"RIDGE",4644
"WOOD",4643
"GEORGIA",4642
"AHOSKIE",4642
"PROCTOR",4640
"MOCKSVILLE",4639
"KOCHVILLE",4638
"CHARITON",4632
"WAUCHULA",4630
"CHAUTAUQUA",4630
"BRILLION",4629
"MULLINS",4628
"GLENDIVE",4628
"IOWA",4627
"TEA",4625
"EDCOUCH",4625
"TRAVELERS REST",4622
"ALVARADO",4620
"WEST MILTON",4620
"FLOWER HILL",4618
"TELFORD",4615
"VIGO",4613
"HINESBURG",4613
"ASHLAND CITY",4613
"HUNTERS CREEK VILLAGE",4612
"ACME",4610
"EPSOM",4609
"MCLOUD",4609
"AUBRY",4608
"HEPHZIBAH",4607
"NEWTON FALLS",4606
"NIBLEY",4605
"CHAPMAN",4601
"BARNSTEAD",4601
"LAKE ALFRED",4600
"SPRINGPORT",4598
"ATLANTIC HIGHLANDS",4594
"CHISHOLM",4594
"MONTOURSVILLE",4594
"ATKINS",4592
"LINN",4589
"WAPATO",4585
"OTTAWA HILLS",4583
"STEPHENSON",4582
"DEVINE",4581
"AVA",4579
"WAHOO",4576
"CHERRY",4575
"INDUSTRY",4571
"ROCKMART",4571
"SAVANNA",4569
"PORTOLA VALLEY",4567
"CAMARGO",4565
"NEW LEXINGTON",4560
"OTEGO",4558
"BELLEVIEW",4555
"MOUNTAIN GROVE",4552
"HEARNE",4550
"TAYMOUTH",4550
"MELISSA",4549
"PILESGROVE",4548
"ELLERY",4544
"BARLING",4544
"SURREY",4544
"PILOT POINT",4544
"PHILOMATH",4543
"DEL MAR",4543
"CHARLEROI",4542
"VALDESE",4542
"HAWLEY",4542
"THORN",4541
"PEQUEA",4540
"EDGEFIELD",4537
"VENANGO",4536
"SOUTH BAY",4535
"WHITEFORD",4534
"BEULAH",4531
"MACKINAW",4531
"GARWOOD",4530
"GLASSPORT",4530
"PINE CITY",4524
"VINE GROVE",4523
"PINETOP-LAKESIDE",4522
"TARENTUM",4521
"WEST PEORIA",4521
"VASSALBORO",4518
"EAGAR",4516
"QUANTICO",4516
"DARDANELLE",4515
"SOUTH HILL",4515
"SOLDOTNA",4515
"TRAPPE",4513
"STAR PRAIRIE",4512
"MINISINK",4510
"BAXLEY",4509
"DE MOTTE",4506
"CAREY",4506
"MORIAH",4504
"WHITELAND",4502
"WALHALLA",4502
"RED SPRINGS",4499
"HIGGINSVILLE",4498
"ALGONAC",4497
"NEW YORK MILLS",4495
"EAST CALN",4494
"SOUTH BARRINGTON",4494
"SULLIVAN CITY",4493
"SELLERSVILLE",4493
"HALE",4492
"GRAND ISLE",4491
"KRUM",4485
"EAST AMWELL",4485
"LOWER ALSACE",4485
"POCOLA",4482
"WAVERLY CITY",4480
"WILDER",4479
"MACHIAS",4478
"LAKE HALLIE",4478
"BRECKENRIDGE HILLS",4475
"ASHDOWN",4473
"IOSCO",4473
"CHISAGO CITY",4470
"COLUMBIANA",4470
"BAY",4465
"STEVENSON",4464
"HOKES BLUFF",4461
"FILER",4458
"SLOAN",4457
"HOME",4456
"KASER",4447
"BUNKIE",4447
"HUMMELSTOWN",4445
"LORETTO",4444
"LARKSVILLE",4439
"LAKE GEORGE",4436
"HOWE",4436
"TULIA",4435
"HURSTBOURNE",4435
"EASTOVER",4433
"ARCHBOLD",4431
"ANGIER",4430
"SLATINGTON",4430
"LANSFORD",4424
"HANNA",4422
"GREEN TREE",4422
"MOUNT EPHRAIM",4422
"CITY",4418
"WEST NEWBURY",4406
"VIVIAN",4404
"SCOTTDALE",4403
"BALDWIN CITY",4401
"OSSIAN",4401
"METTER",4401
"NEW LISBON",4399
"VENETA",4399
"BELGIUM",4398
"BENNETT",4397
"LE SUEUR",4396
"WESLEY",4395
"TOWAMENSING",4394
"HORTON",4393
"BASEHOR",4392
"TILLAMOOK",4391
"OGALLALA",4391
"JOURDANTON",4390
"BROADWAY",4389
"MORGAN'S POINT RESORT",4385
"EGG HARBOR CITY",4378
"BARRINGTON HILLS",4375
"BURGAW",4371
"SHELLEY",4366
"LA VERKIN",4364
"MAHANOY CITY",4364
"FORT GIBSON",4362
"BLUE HILL",4362
"COE",4362
"EAST PETERSBURG",4361
"STE GENEVIEVE",4360
"KINGFISHER",4358
"ALLAMUCHY",4355
"BANCROFT",4353
"ROSLYN",4346
"HAMBLEN",4345
"AMITE CITY",4344
"SIX MILE",4341
"GOOD HOPE",4339
"DURYEA",4338
"WHITMORE",4336
"HAWKINSVILLE",4335
"NOWTHEN",4334
"MARINE CITY",4332
"MAUSTON",4331
"JENKINTOWN",4328
"MILACA",4327
"GRATIS",4326
"MANCELONA",4325
"MADAWASKA",4320
"EDGMONT",4319
"YANKEE SPRINGS",4319
"WEST PENN",4318
"ASBURY",4317
"AMENIA",4316
"CHINCOTEAGUE",4316
"MUSSEY",4316
"MADEIRA BEACH",4315
"MAGEE",4315
"BATTLEFIELD",4314
"COCKRELL HILL",4313
"HAVEN",4310
"WOLVERINE LAKE",4310
"LENA",4309
"JERSEY SHORE",4308
"GROESBECK",4307
"BUELLTON",4306
"NORTHWOODS",4305
"FORDYCE",4304
"BOWMAN",4302
"OBETZ",4300
"WATER VALLEY",4299
"FRANKLINVILLE",4298
"COZAD",4296
"BLANCHESTER",4296
"BRODHEAD",4292
"POESTENKILL",4290
"SULTAN",4288
"WINONA LAKE",4288
"HARTWELL",4287
"CANASTOTA",4286
"SHERBORN",4285
"DUCK CREEK",4284
"PICKENS",4282
"KENNETH CITY",4277
"CHARLEVOIX",4275
"BOX ELDER",4271
"ALDAN",4268
"PRIMERA",4268
"CLEARSPRING",4267
"WINGATE",4266
"ROSEMONT",4262
"FREEMAN",4259
"MOUNTAIN LAKES",4258
"NEW FREEDOM",4253
"CLARKDALE",4252
"WENTWORTH",4251
"CAMANCHE",4250
"MIDDLEVILLE",4249
"SANSOM PARK",4249
"BAYARD",4249
"MULESHOE",4247
"SPRING BROOK",4247
"ETOWAH",4244
"FORTY FORT",4241
"CASTLE HILLS",4237
"ASHBURN",4232
"NOKOMIS",4230
"CHAZY",4229
"RISING SUN",4226
"GARDEN",4226
"WAXHAW",4218
"EUHARLEE",4217
"DYERSVILLE",4216
"RUSCOMBMANOR",4211
"WEST YORK",4209
"CARLYLE",4204
"FALLOWFIELD",4203
"CARR",4202
"CANDIA",4198
"VALLEY CENTER",4197
"FORT KENT",4197
"BRENT",4194
"NOME",4194
"TOLONO",4193
"LAKE PROVIDENCE",4192
"BURRELL",4191
"RAYVILLE",4187
"PINGREE GROVE",4183
"OSSEO",4182
"GALEN",4181
"OSWEGATCHIE",4176
"FERRIS",4175
"CHALFONT",4172
"DACONO",4172
"MAPLE LAKE",4170
"MORAVIA",4162
"AUGLAIZE",4161
"CAPITOL HEIGHTS",4160
"SHANNON",4160
"IUKA",4157
"MINERAL SPRINGS",4156
"REEDSPORT",4154
"DOVER-FOXCROFT",4153
"PAINTSVILLE",4152
"TOMAHAWK",4151
"COOPERSVILLE",4150
"LITTLESTOWN",4149
"BAXTER SPRINGS",4144
"HALLSVILLE",4141
"DENVER CITY",4140
"NORTH WILKESBORO",4134
"WAKARUSA",4131
"EDWARDS",4127
"WESLEY CHAPEL",4122
"ELKIN",4121
"HARPERSFIELD",4121
"INDIAN GROVE",4120
"UPPER PAXTON",4118
"NORTH HUDSON",4117
"RAEFORD",4116
"CANISTEO",4116
"FLOWERY BRANCH",4115
"KILDEER",4114
"MEDFORD LAKES",4110
"WEST BURLINGTON",4109
"FRACKVILLE",4109
"LA GRAND",4108
"HIGHLAND BEACH",4108
"CHELAN",4107
"PHILLIPS",4107
"GREENPORT",4106
"NICHOLS HILLS",4099
"ROCKY FORD",4099
"SAUGATUCK",4098
"PERHAM",4097
"BLACK DIAMOND",4096
"PITCAIRN",4095
"AMERICAN FALLS",4093
"OGLESBY",4092
"BOSQUE FARMS",4092
"BARRON",4091
"BARROW",4091
"SLAUGHTERVILLE",4090
"TAYCHEEDAH",4089
"WALDRON",4088
"DORA",4088
"SILVERCREEK",4088
"ARUNDEL",4085
"ARMAGH",4085
"JUNCTION",4084
"DUPO",4084
"HOMETOWN",4083
"HAZELTON",4081
"PASS CHRISTIAN",4081
"DALLASTOWN",4081
"RICHFORD",4079
"CONSTANTINE",4078
"TURTLE LAKE",4078
"HALEYVILLE",4076
"GASTON",4075
"CRESCENT SPRINGS",4073
"RIVERWOODS",4072
"BEECH CREEK",4071
"ROMEO",4068
"WEST MILWAUKEE",4068
"ROSCOMMON",4067
"HUSTON",4066
"WEST PIKELAND",4064
"LATHRUP VILLAGE",4064
"YORKSHIRE",4063
"SOUTH RUSSELL",4062
"SILVERTHORNE",4061
"NARBERTH",4060
"WEST READING",4059
"RUTHERFORDTON",4059
"BELLEAIR",4057
"BLAIRSVILLE",4056
"EDGARTOWN",4054
"CRANDALL",4054
"COKATO",4054
"MANISTIQUE",4050
"GODDARD",4048
"SAN JOAQUIN",4047
"SOUTH POINT",4039
"LAGUNA VISTA",4039
"SERGEANT BLUFF",4037
"OAKLYN",4036
"WILDWOOD CREST",4028
"BADEN",4024
"TRENT WOODS",4024
"RYAN",4022
"BLUE LAKE",4021
"CAVE CITY",4020
"MONTOUR",4019
"FLEETWOOD",4018
"NASSAU BAY",4016
"SCANDIA",4016
"LINDSTROM",4016
"LITTLE SUAMICO",4012
"WAUKON",4009
"WOODSON TERRACE",4008
"HO-HO-KUS",4005
"UNDERHILL",4005
"BERTRAND",4003
"HEADLAND",4003
"NEWBURG",4002
"MAYBROOK",4002
"STANHOPE",4001
"OVILLA",3998
"GALVA",3997
"TIPTONVILLE",3997
"THORNCREEK",3997
"NORTH NEWTON",3996
"NORTH BEAVER",3995
"MASONTOWN",3994
"RANDALL",3993
"WEBBER",3992
"MONTE VISTA",3992
"TODD",3990
"KENNEBUNKPORT",3988
"HICKMAN",3987
"NEWARK VALLEY",3987
"PINE LAWN",3986
"COQUILLE",3985
"BOSCAWEN",3984
"DENNISON",3982
"HARROGATE",3982
"CISCO",3981
"MEKINOCK",3978
"INMAN",3977
"MOOSE LAKE",3977
"WINDBER",3975
"MOMENCE",3970
"WAYZATA",3969
"GILMAN",3967
"BROOKSHIRE",3967
"GRAYSVILLE",3966
"MAKANDA",3965
"GLADWIN",3964
"DEER LAKE",3959
"SPRING VALLEY VILLAGE",3959
"WALTHOURVILLE",3956
"LEMOYNE",3956
"ZELIENOPLE",3955
"WEBB",3955
"CARO",3954
"OAK BLUFFS",3954
"BURTCHVILLE",3953
"BOILING SPRINGS",3950
"CODORUS",3946
"CREEDMOOR",3945
"YALE",3941
"BOYERTOWN",3940
"QUINTON",3939
"LINCOLN HEIGHTS",3927
"CLIFTON FORGE",3927
"MOUNDVILLE",3924
"RUTLEDGE",3923
"PAYNESVILLE",3923
"AMWELL",3923
"NOWATA",3922
"LOWER MILFORD",3922
"CRANBURY",3921
"ELMIRA HEIGHTS",3917
"TISBURY",3916
"ADDIS",3916
"TUCKERTON",3916
"MOGADORE",3914
"GREEN OAKS",3907
"STAR CITY",3906
"PORT ARANSAS",3905
"RALPHO",3905
"ELLENVILLE",3905
"RAVENSWOOD",3904
"CARMEL-BY-THE-SEA",3903
"CORNISH",3902
"MOHAWK",3901
"SOUTH WHEATLAND",3901
"CONYNGHAM",3900
"HAGAR",3898
"LIMINGTON",3897
"ROMAN FOREST",3897
"FERDINAND",3896
"VERDIGRIS",3895
"MILLWOOD",3894
"SALTCREEK",3893
"EAST FRANKLIN",3893
"TATMAN",3893
"TYBEE ISLAND",3893
"FAIRWAY",3891
"NORTH MUSKEGON",3891
"WILLS POINT",3889
"GILLESPIE",3886
"WHITE PIGEON",3885
"NORTHERN CAMBRIA",3885
"CHASE",3882
"CONESTOGA",3882
"MCGEHEE",3881
"NEWCOMERSTOWN",3880
"BRANT",3880
"POCOMOKE CITY",3880
"HICKORY CREEK",3879
"SHERBURNE",3879
"MARLETTE",3879
"CLEARCREEK",3876
"CAREFREE",3876
"ELLISBURG",3875
"WRIGHT CITY",3875
"MOUNTAIN CITY",3872
"ALTO",3869
"WONDER LAKE",3867
"MORO",3867
"CROCKERY",3863
"FORTVILLE",3863
"WEST BROOKFIELD",3863
"PHILIPSBURG",3862
"MARY ESTHER",3860
"WELLSBURG",3860
"PORT VUE",3855
"BUNKER HILL VILLAGE",3855
"DEEPHAVEN",3854
"SPRINGWATER",3853
"CLAIBOURNE",3852
"LITTLE BRITAIN",3851
"WEST LAKELAND",3851
"GREENHILLS",3851
"PLAINWELL",3850
"EASTLAND",3845
"JENNER",3845
"SOUTH FRANKLIN",3844
"SUMMERSVILLE",3844
"POMEROY",3842
"YERINGTON",3840
"ALTONA",3838
"GAMEWELL",3838
"SNOW HILL",3835
"MILLEN",3835
"CORNELIA",3834
"CHETEK",3834
"DIXMOOR",3833
"PRESTONSBURG",3831
"VICTORY",3830
"BEECHER",3830
"HESSTON",3829
"STOKESDALE",3826
"WINTERSVILLE",3824
"SPINDALE",3823
"WILLCOX",3822
"HILL",3822
"CASTLE PINES NORTH",3821
"HOHENWALD",3820
"PINCONNING",3817
"HOLTS SUMMIT",3809
"DEWEY-HUMBOLDT",3809
"RUSH CREEK",3808
"HORNELLSVILLE",3806
"GALWAY",3805
"LANIER",3804
"KANAB",3804
"COLONIAL BEACH",3801
"SADDLE RIVER",3800
"HUNTSBURG",3799
"VALLEY GRANDE",3798
"SINKING SPRING",3796
"COTTRELLVILLE",3793
"BLISSFIELD",3793
"VALDEZ",3792
"EAST CHINA",3790
"CHATFIELD",3788
"MENANDS",3787
"LAMBERTVILLE",3786
"SARDIS",3786
"OCONTO FALLS",3786
"GOLF MANOR",3784
"OWASCO",3783
"HAWORTH",3782
"BLOOMFIELD HILLS",3780
"INDIAN HEAD",3780
"EAST DRUMORE",3780
"MADILL",3780
"PRAIRIEVILLE",3779
"HEFLIN",3778
"WEST POTTSGROVE",3774
"DRUMMER",3773
"ALSACE",3773
"LARNED",3772
"CHIPLEY",3766
"WISCASSET",3765
"MERCHANTVILLE",3765
"KOSHKONONG",3764
"PECATONICA",3763
"BISHOPVILLE",3761
"SOUTH CHICAGO HEIGHTS",3760
"CHAGRIN FALLS",3758
"BASALT",3757
"LLOYD HARBOR",3754
"ELMER",3754
"ROOSEVELT PARK",3752
"LAURELDALE",3752
"CITRONELLE",3751
"BRIAR CREEK",3751
"HUTCHINS",3743
"GOLDENDALE",3742
"LOUISIANA",3740
"NEWBERN",3738
"MINERAL POINT",3738
"BUCKNER",3735
"GOODVIEW",3733
"PORTVILLE",3732
"CANAJOHARIE",3731
"SOUTH TOMS RIVER",3727
"BUENA",3724
"HIGHGATE",3724
"SENOIA",3720
"STONEWALL",3719
"OLEY",3718
"ORRINGTON",3718
"HOXIE",3716
"HIGHLAND FALLS",3714
"HONEA PATH",3713
"PALISADE",3711
"PAULDING",3711
"DILWORTH",3711
"BARAGA",3708
"CRESCO",3706
"ZUMBROTA",3706
"EDDYVILLE",3705
"NORWOOD YOUNG AMERICA",3704
"LAWRENCE PARK",3704
"NOCKAMIXON",3704
"BRISBANE",3704
"ANGELS",3703
"GOTHENBURG",3703
"WOODLAWN",3701
"CRESTVIEW HILLS",3701
"AUMSVILLE",3699
"CAPE MAY",3699
"HIGH BRIDGE",3697
"SHAFTSBURY",3697
"EMERALD ISLE",3695
"DIMMITT",3693
"BARKHAMSTED",3692
"FORT SHAWNEE",3689
"POTEET",3688
"NORTH MANHEIM",3688
"DUNLEITH",3685
"MUTTONTOWN",3684
"TUXEDO",3683
"HAINESVILLE",3682
"RANDLEMAN",3681
"MONTMORENCY",3677
"KETCHUM",3674
"CHIKAMING",3674
"DELL RAPIDS",3673
"HAY CREEK",3673
"CAYUGA HEIGHTS",3673
"MIDDLEBURGH",3671
"CURRY",3670
"BALLINGER",3670
"PEN ARGYL",3669
"COLUMBUS CITY",3665
"SWEENY",3663
"VIRDEN",3661
"HERCULANEUM",3660
"MILLVALE",3659
"POCOPSON",3658
"DINSMORE",3657
"MONTE SERENO",3657
"HAZEN",3656
"MOUNT OLIVER",3655
"LOUISA",3654
"IMLAY CITY",3653
"SHEPHERD",3651
"FLEMING",3647
"WILMER",3646
"WALSENBURG",3645
"UPPER FREDERICK",3644
"ST ROBERT",3642
"MCLEANSBORO",3642
"MANNINGTON",3642
"PENNSBURY",3641
"CLAY CITY",3641
"L'ANSE",3640
"SPRAGUE",3639
"SIGEL",3637
"UNICOI",3636
"BEAN BLOSSOM",3635
"PARK RAPIDS",3634
"LYKENS",3633
"EL DORADO SPRINGS",3633
"NAHANT",3630
"SWAN",3628
"SURF CITY",3628
"CHATTAHOOCHEE",3626
"PERALTA",3626
"BARBOURVILLE",3624
"MONTESANO",3622
"MISSION HILLS",3622
"RED BUD",3619
"LINCOLN-FORT RICE",3619
"LAKEFIELD",3619
"HOLCOMB",3617
"EAST BLOOMFIELD",3617
"BELLS",3615
"EL CENIZO",3612
"CAMDENTON",3608
"OHIOVILLE",3607
"DILLEY",3607
"BOSCOBEL",3606
"NORTH YARMOUTH",3596
"SLATER",3596
"INDIAN HEAD PARK",3594
"LA CENTER",3594
"EMMETSBURG",3592
"WOLFFORTH",3592
"LONG PRAIRIE",3592
"CHISAGO LAKE",3590
"UPPER PITTSGROVE",3590
"STOCKPORT",3587
"GARRISON",3585
"EVELETH",3585
"FARMERVILLE",3583
"STAPLES",3581
"HARDEEVILLE",3580
"ASHBY",3580
"UNALASKA",3580
"TRAFFORD",3578
"GOSNELL",3576
"MINE HILL",3573
